# MM 		 CS 		 Bin width 	 err@stat 	 shape err 	 error
1.355000 	 0.845041 	 0.005000 	 0.234372 	 0.274550 	 0.279026 
1.365000 	 0.831342 	 0.005000 	 0.146962 	 0.186594 	 0.192913 
1.375000 	 1.467201 	 0.005000 	 0.205449 	 0.232500 	 0.248044 
1.385000 	 1.973669 	 0.005000 	 0.193534 	 0.224259 	 0.252603 
1.395000 	 3.840673 	 0.005000 	 0.282372 	 0.330209 	 0.400276 
1.405000 	 6.059129 	 0.005000 	 0.330062 	 0.396083 	 0.533170 
1.415000 	 10.542520 	 0.005000 	 0.471005 	 0.584318 	 0.852692 
1.425000 	 12.215614 	 0.005000 	 0.498700 	 0.673632 	 0.985675 
1.435000 	 13.218797 	 0.005000 	 0.504696 	 0.803261 	 1.118722 
1.445000 	 14.238050 	 0.005000 	 0.524821 	 0.907097 	 1.235411 
1.455000 	 16.972270 	 0.005000 	 0.612434 	 0.968164 	 1.391711 
1.465000 	 13.081425 	 0.005000 	 0.484165 	 0.726385 	 1.058966 
1.475000 	 9.335468 	 0.005000 	 0.423902 	 0.587244 	 0.804523 
1.485000 	 5.737883 	 0.005000 	 0.316340 	 0.432627 	 0.549004 
1.495000 	 3.901335 	 0.005000 	 0.257807 	 0.337278 	 0.408128 
1.505000 	 2.728470 	 0.005000 	 0.217065 	 0.271536 	 0.315536 
1.515000 	 2.665366 	 0.005000 	 0.216190 	 0.260638 	 0.304274 
1.525000 	 1.906576 	 0.005000 	 0.189711 	 0.224420 	 0.250953 
1.535000 	 0.905280 	 0.005000 	 0.107437 	 0.136903 	 0.146922 
1.545000 	 0.996026 	 0.005000 	 0.122602 	 0.145323 	 0.156720 
1.555000 	 0.794722 	 0.005000 	 0.114708 	 0.138156 	 0.145871 
1.565000 	 0.271504 	 0.005000 	 0.050417 	 0.110977 	 0.112124 
1.575000 	 0.331053 	 0.005000 	 0.053011 	 0.076309 	 0.078761 
1.585000 	 0.310479 	 0.005000 	 0.059752 	 0.072696 	 0.074961 
1.595000 	 0.424056 	 0.005000 	 0.069714 	 0.102533 	 0.105532 
