# MM 		 CS 		 Bin width 	 err@stat 	 shape err 	 error
1.355000 	 1.690082 	 0.005000 	 0.468744 	 0.490070 	 0.500080 
1.365000 	 1.077115 	 0.005000 	 0.190409 	 0.222429 	 0.231302 
1.375000 	 1.685206 	 0.005000 	 0.235976 	 0.259868 	 0.278183 
1.385000 	 1.452104 	 0.005000 	 0.142391 	 0.181966 	 0.201068 
1.395000 	 2.670158 	 0.005000 	 0.196314 	 0.260467 	 0.304273 
1.405000 	 3.983135 	 0.005000 	 0.216975 	 0.308252 	 0.387388 
1.415000 	 9.094701 	 0.005000 	 0.406321 	 0.533553 	 0.756097 
1.425000 	 7.003308 	 0.005000 	 0.285909 	 0.535557 	 0.676021 
1.435000 	 10.419233 	 0.005000 	 0.397808 	 0.740784 	 0.962003 
1.445000 	 17.325769 	 0.005000 	 0.638636 	 0.977366 	 1.413093 
1.455000 	 22.477285 	 0.005000 	 0.811079 	 1.104588 	 1.724292 
1.465000 	 19.005286 	 0.005000 	 0.703417 	 0.887702 	 1.428750 
1.475000 	 13.561307 	 0.005000 	 0.615787 	 0.737806 	 1.087426 
1.485000 	 7.420591 	 0.005000 	 0.409110 	 0.504447 	 0.667484 
1.495000 	 4.267082 	 0.005000 	 0.281977 	 0.356093 	 0.435869 
1.505000 	 3.295355 	 0.005000 	 0.262164 	 0.308779 	 0.364726 
1.515000 	 2.875331 	 0.005000 	 0.233220 	 0.274928 	 0.322913 
1.525000 	 1.857935 	 0.005000 	 0.184871 	 0.220344 	 0.246027 
1.535000 	 0.573591 	 0.005000 	 0.068073 	 0.108783 	 0.113909 
1.545000 	 0.746070 	 0.005000 	 0.091835 	 0.120504 	 0.128267 
1.555000 	 1.018567 	 0.005000 	 0.147017 	 0.165961 	 0.176474 
1.565000 	 0.167715 	 0.005000 	 0.031144 	 0.103653 	 0.104123 
1.575000 	 0.495723 	 0.005000 	 0.079379 	 0.096509 	 0.100830 
1.585000 	 0.349777 	 0.005000 	 0.067315 	 0.079030 	 0.081671 
1.595000 	 0.142446 	 0.005000 	 0.023418 	 0.078749 	 0.079194 

